 density(rat); density(python); distance(rat, python); density(cheese_0); distance(rat, cheese_0); distance(python, cheese_0); density(cheese_1); distance(rat, cheese_1); distance(python, cheese_1); density(cheese_2); distance(rat, cheese_2); distance(python, cheese_2); density(cheese_3); distance(rat, cheese_3); distance(python, cheese_3); density(cheese_4); distance(rat, cheese_4); distance(python, cheese_4); density(cheese_5); distance(rat, cheese_5); distance(python, cheese_5); density(cheese_6); distance(rat, cheese_6); distance(python, cheese_6); density(cheese_7); distance(rat, cheese_7); distance(python, cheese_7); density(cheese_8); distance(rat, cheese_8); distance(python, cheese_8); density(cheese_9); distance(rat, cheese_9); distance(python, cheese_9); density(cheese_10); distance(rat, cheese_10); distance(python, cheese_10); density(cheese_11); distance(rat, cheese_11); distance(python, cheese_11); density(cheese_12); distance(rat, cheese_12); distance(python, cheese_12); density(cheese_13); distance(rat, cheese_13); distance(python, cheese_13); density(cheese_14); distance(rat, cheese_14); distance(python, cheese_14); density(cheese_15); distance(rat, cheese_15); distance(python, cheese_15); density(cheese_16); distance(rat, cheese_16); distance(python, cheese_16); density(cheese_17); distance(rat, cheese_17); distance(python, cheese_17); density(cheese_18); distance(rat, cheese_18); distance(python, cheese_18); density(cheese_19); distance(rat, cheese_19); distance(python, cheese_19); density(cheese_20); distance(rat, cheese_20); distance(python, cheese_20)
2.1812274112196715;3.101678876678877;10.0;1.7717551585504876;5.0;13.0;1.8982733166237;5.0;12.0;2.1457112289529165;6.0;14.0;1.276623287721686;7.0;15.0;1.8821554703752843;8.0;16.0;2.3238662481309538;4.0;6.0;1.351887409975645;12.0;12.0;1.748724037400508;20.0;16.0;1.7540509401109752;19.0;15.0;2.2145000168913214;17.0;13.0;2.117180669571974;17.0;13.0;2.3947672210830104;6.0;4.0;2.658555155938721;16.0;10.0;1.865350888809968;21.0;13.0;2.532017555476635;21.0;13.0;2.7394655181419885;15.0;9.0;2.736570796353406;20.0;12.0;2.22582823523226;12.0;6.0;2.2624142799065394;15.0;7.0;1.881011940415965;11.0;5.0;2.322370684870685;9.0;1.0
2.153803141303141;2.919917582417583;19.0;1.8404002114679865;3.0;18.0;1.7814439215755005;5.0;20.0;1.730337312563479;7.0;18.0;2.2389652014652017;9.0;16.0;3.293802161890397;9.0;14.0;2.4191919191919187;10.0;15.0;3.1450687169727427;10.0;15.0;4.048748473748474;9.0;10.0;2.433453942857968;12.0;13.0;2.3871386783151487;13.0;14.0;4.380866355866357;10.0;9.0;2.2115554766870558;15.0;12.0;2.55916305916306;13.0;10.0;4.276731601731601;12.0;9.0;2.498982961482961;15.0;10.0;3.861204481792717;13.0;8.0;1.231045054478315;22.0;13.0;3.6888750138750144;12.0;7.0;2.131551210227681;16.0;7.0;2.8125111000111;15.0;4.0;2.1840815015737616;18.0;1.0
2.126125604576944;1.6423748022889897;22.0;2.558364382659712;2.0;20.0;2.7555809386691736;3.0;19.0;2.331028984140102;7.0;18.0;2.535653235653236;7.0;15.0;2.5512781937704534;9.0;16.0;3.3221722721722724;16.0;22.0;3.0222943722943727;17.0;23.0;3.878420190920191;14.0;18.0;3.4806239512121877;15.0;19.0;3.2744320007477907;17.0;21.0;2.829193905509696;17.0;21.0;2.2683643826597115;21.0;25.0;2.964406323810349;19.0;21.0;2.440700965700966;12.0;12.0;2.5023031492071737;23.0;23.0;2.5439698158738406;23.0;22.0;2.260628260628261;16.0;15.0;2.2530796673749967;25.0;18.0;1.950772486252026;27.0;18.0;1.7387015762015765;17.0;8.0;1.278211681903296;20.0;2.0
2.1533633033633035;2.588827628564134;4.0;2.1096722721722725;5.0;9.0;2.773008935508936;7.0;11.0;2.659924151580162;8.0;12.0;2.257155755371624;12.0;16.0;3.086614262930052;13.0;17.0;1.6699448212606105;13.0;17.0;2.166074660235474;13.0;17.0;2.605366344182133;13.0;17.0;2.9192213473324657;14.0;18.0;1.83172443054022;7.0;9.0;2.2417507471215914;15.0;19.0;2.1892630030787923;10.0;12.0;1.5046145702817364;21.0;25.0;1.8461074443272585;11.0;13.0;1.7902331631868835;20.0;23.0;1.9269308448016889;15.0;17.0;1.827922908293752;15.0;17.0;1.8425574451850788;10.0;10.0;2.069495630215444;8.0;8.0;1.610395057299082;6.0;5.0;1.452211574115599;5.0;1.0
2.27318931068931;3.841562529542069;9.0;1.5234011576658637;5.0;14.0;2.646915024546603;5.0;8.0;1.6063574270745706;9.0;12.0;2.7887917637917643;8.0;9.0;2.439430422518658;10.0;11.0;1.9813342488265089;12.0;13.0;1.1908960621421922;16.0;17.0;0.9907181600959044;24.0;23.0;1.7434785514809743;16.0;15.0;1.7067361272385502;16.0;15.0;2.7495802808302807;10.0;9.0;2.6357539519304227;10.0;9.0;3.002166661699595;9.0;8.0;2.8539345486607157;7.0;6.0;2.870884670884672;8.0;5.0;2.842965367965368;6.0;3.0;2.336595349095349;13.0;6.0;2.9227086753402545;9.0;4.0;2.7868459756617656;11.0;4.0;2.4276862026862025;10.0;3.0;2.68170301920302;10.0;1.0
2.818892874635573;3.4583056107978702;19.0;1.8637338538654329;1.0;20.0;1.915649628149628;4.0;19.0;1.5645010961877297;4.0;17.0;1.1640773438263936;8.0;25.0;2.273553652230123;7.0;13.0;1.6916702578467282;11.0;18.0;2.235324805913041;9.0;12.0;1.965243966559756;13.0;14.0;1.658057482593086;16.0;17.0;3.2620934620934623;14.0;11.0;3.2655122655122657;14.0;10.0;2.4086273805314056;13.0;9.0;2.7368146303824057;19.0;12.0;2.821191702398797;20.0;11.0;1.898216549532339;14.0;7.0;2.079019314019314;19.0;8.0;2.844177050384144;17.0;6.0;2.5423920523920525;19.0;4.0;1.789044760086716;23.0;4.0;2.090059559463584;19.0;2.0;2.3229741448781698;18.0;1.0
2.0541629122511478;1.7577509478825273;16.0;1.3154780736978882;4.0;20.0;2.278736030051819;6.0;16.0;1.1570974079219722;11.0;26.0;2.0400903905699304;9.0;19.0;2.873683261183261;6.0;12.0;2.161179432247207;11.0;21.0;1.905211774398408;14.0;24.0;2.477181968358439;9.0;15.0;2.179364465084279;12.0;20.0;1.2403733866287885;18.0;30.0;2.581652089740325;6.0;10.0;1.7881806774760065;15.0;18.0;2.381275157590947;11.0;13.0;1.8890712503870395;11.0;10.0;1.4584276860553196;22.0;20.0;1.5950249786985131;21.0;19.0;2.705288877788878;17.0;15.0;2.7417131958692065;16.0;14.0;1.9169652844575449;12.0;8.0;2.1732908831744475;13.0;5.0;1.8456808873417017;15.0;3.0
2.8218539200737345;2.157813793533608;13.0;1.6122526050976298;1.0;14.0;1.8189577908618155;3.0;14.0;2.455888860881121;6.0;13.0;2.4770294033451927;9.0;16.0;2.2810989449147345;11.0;18.0;1.82321945512348;7.0;10.0;2.754909753129568;12.0;17.0;2.399093375888705;14.0;19.0;3.279296112384348;11.0;14.0;3.2109561190443543;12.0;13.0;1.4747158672081273;21.0;20.0;2.2098428317468564;20.0;14.0;1.203285162438237;28.0;19.0;2.4470944689984946;18.0;12.0;2.0139073344955696;8.0;5.0;2.256100843600844;19.0;10.0;2.8403302822571903;22.0;9.0;2.721265662442132;21.0;8.0;1.7415476321587509;19.0;6.0;1.6484010126963415;13.0;4.0;1.9644996944919544;17.0;4.0
3.2509171384171385;3.013697821786057;10.0;2.79770646020646;2.0;12.0;2.950423187923188;2.0;12.0;1.7870035049753044;3.0;13.0;3.0111147022911737;4.0;14.0;2.29665869046674;6.0;16.0;2.604274891774892;4.0;8.0;2.5210067710067707;7.0;11.0;1.7897632767988805;13.0;18.0;2.6172211560369454;15.0;17.0;2.4675738720007807;16.0;18.0;1.535650413622213;13.0;13.0;1.381130534001378;20.0;20.0;3.2117409336449585;9.0;9.0;2.0873662285426997;14.0;12.0;2.186310911310911;11.0;9.0;3.677660716476506;10.0;8.0;2.128672144848616;14.0;10.0;3.215861330156659;11.0;7.0;2.037722202118487;13.0;5.0;2.3180226636108987;14.0;4.0;2.142871791091605;11.0;1.0
1.3525908688834385;2.7785464535464537;12.0;1.5061608253474583;11.0;15.0;1.8744475252989183;10.0;12.0;1.976955397543633;9.0;9.0;1.618189833901908;17.0;13.0;2.0240437623951557;17.0;12.0;1.7348700705898847;21.0;12.0;2.3465292877057577;16.0;9.0;2.515217632608937;20.0;11.0;3.2693726279404025;20.0;10.0;3.200847149066963;19.0;9.0;3.0071390597706387;19.0;9.0;2.891626794258373;19.0;9.0;3.628912242728032;19.0;9.0;2.56729736551718;17.0;8.0;3.140277163496978;17.0;8.0;2.9817732705890605;18.0;8.0;2.3332929325576384;14.0;6.0;2.361025086025086;17.0;7.0;3.453733194909665;17.0;7.0;3.027453102453103;15.0;5.0;2.4817321567321566;12.0;2.0
1.959141675318146;1.8401208870249115;21.0;1.4549559917206978;4.0;21.0;1.9081818894899387;6.0;17.0;1.8039316076080785;10.0;19.0;2.327921871729921;8.0;15.0;2.604076272884322;8.0;15.0;1.9895715395715396;9.0;16.0;1.4886421212659602;13.0;22.0;2.1561660561660565;9.0;14.0;1.680690448182708;13.0;18.0;2.433167241255477;11.0;14.0;1.881055932371722;11.0;12.0;2.419945697577277;14.0;13.0;2.180157544553829;13.0;12.0;2.010733929812877;15.0;12.0;1.6821451152333506;20.0;16.0;2.366219891219891;17.0;12.0;1.8430850095323776;20.0;13.0;2.2601073762838477;13.0;8.0;2.722000466853409;17.0;6.0;3.019856837349098;16.0;5.0;2.464880381056852;16.0;5.0
3.4670878957643656;2.0094834087481144;13.0;2.749879184283209;1.0;14.0;2.580706512494101;2.0;15.0;1.6795883639923883;5.0;14.0;2.0928353509235857;6.0;13.0;2.361729833633859;7.0;14.0;3.1297113404311547;5.0;8.0;2.212748770837006;11.0;17.0;1.2908417735781026;17.0;24.0;2.234178321678321;10.0;13.0;3.440505661573437;6.0;7.0;2.6541318760359007;15.0;17.0;2.503887615652321;15.0;15.0;2.521706436838016;17.0;17.0;2.928550044726516;12.0;12.0;2.6365807996612944;16.0;16.0;1.7037132728999065;21.0;20.0;2.2557973888856235;15.0;12.0;2.76933522554232;8.0;5.0;2.661201429289665;8.0;5.0;1.6213105106058396;12.0;7.0;1.211208092969863;18.0;5.0
1.738592676486404;1.880387150975386;27.0;1.4012300391237664;2.0;27.0;1.389400129902553;5.0;26.0;2.0968077673960024;10.0;17.0;2.063409221497457;11.0;18.0;1.8165668759631608;17.0;22.0;1.8775338825261425;15.0;16.0;2.0158321725939423;19.0;20.0;2.231923936916197;16.0;15.0;1.7527903758165626;21.0;18.0;2.40261482583464;18.0;13.0;2.9448078952874344;20.0;14.0;1.3358807113602509;24.0;16.0;2.384611717803042;23.0;15.0;3.2450528260947817;21.0;13.0;2.533592692025952;23.0;13.0;2.342995789899815;19.0;10.0;3.0313074782115037;20.0;9.0;3.0622326203208563;21.0;8.0;2.2556201538399674;22.0;7.0;2.1360110935339764;23.0;6.0;1.8537328143133096;26.0;3.0
2.397789635769175;2.3947061710219604;15.0;2.350597501913291;2.0;13.0;2.1951251219204506;5.0;15.0;1.7104021196668255;8.0;21.0;2.332798151505245;6.0;15.0;2.3469298675181034;7.0;14.0;1.785545978391003;12.0;19.0;1.5825811299646944;13.0;20.0;3.0951954478270265;8.0;11.0;3.054850193665983;9.0;12.0;2.141013561601797;11.0;14.0;2.3961441336441336;9.0;10.0;2.1084288933124578;12.0;11.0;2.37209595959596;10.0;7.0;2.8332223332223334;13.0;8.0;2.071626412802884;17.0;10.0;1.0942001839492337;21.0;12.0;2.782048915137151;13.0;6.0;1.3481449093748863;23.0;8.0;2.526846193022664;18.0;5.0;2.9263310219192578;15.0;4.0;2.5664353620235976;18.0;3.0
0.8722423717830448;2.0083829455568583;12.0;1.6338868432908682;33.0;23.0;3.040822086410322;31.0;21.0;1.6008198958427793;37.0;25.0;3.051064213564214;30.0;20.0;1.849474441966702;35.0;23.0;1.9066172991095591;35.0;23.0;1.8055373118453613;28.0;18.0;2.724321919910155;26.0;16.0;2.926763922352157;26.0;16.0;1.8506072429985472;24.0;14.0;1.7109959484959485;23.0;13.0;2.6833444333444336;27.0;15.0;3.049379786879788;27.0;15.0;2.900152625152625;22.0;12.0;3.494221056721057;25.0;13.0;3.153780941280942;25.0;13.0;3.607178932178933;23.0;11.0;2.6803287184092137;18.0;6.0;2.29288628038628;15.0;5.0;2.4354772850128885;16.0;4.0;1.5236086411009009;15.0;3.0
1.9773923430034612;2.5726642494595784;11.0;1.624412323591217;6.0;17.0;1.0004305597125425;12.0;23.0;2.106096066815881;6.0;11.0;2.0125864331746683;11.0;16.0;1.2942949278627025;11.0;14.0;1.9460464973622864;13.0;16.0;0.9791480476789954;13.0;16.0;3.3769331975214336;9.0;10.0;3.396413717001953;9.0;10.0;3.8973826897739943;10.0;11.0;2.105787567552273;14.0;15.0;2.576196436086079;18.0;19.0;1.3455335888900517;23.0;24.0;2.479935476317056;19.0;18.0;1.8426156430951828;15.0;14.0;2.1730629449669694;7.0;6.0;3.0645635796951587;7.0;4.0;1.6193292818292817;19.0;8.0;3.0032637969708915;8.0;3.0;1.6128630455687516;17.0;6.0;2.0726642494595784;11.0;2.0
2.1236311349469243;1.602097799001824;20.0;2.093452380952381;3.0;17.0;2.0693122512162763;6.0;20.0;3.140343997248022;6.0;16.0;3.683861819581634;8.0;16.0;1.6617250568488957;10.0;19.0;2.4619949494949496;7.0;13.0;1.559124514116774;11.0;20.0;5.527237620082645;10.0;15.0;4.42273321644031;11.0;16.0;2.910021359359595;13.0;18.0;6.212174330881424;11.0;14.0;4.29209400152598;12.0;15.0;4.425427334859314;12.0;15.0;4.395613670263039;12.0;13.0;1.4428652013471637;15.0;16.0;0.9141260251039393;25.0;22.0;1.6207987905813992;18.0;14.0;2.2378022633827586;14.0;9.0;1.8848616566798688;19.0;11.0;1.6758471316975156;21.0;11.0;1.522383988560459;18.0;4.0
2.480012531328321;1.61954977707266;11.0;4.156522644022645;5.0;14.0;2.1459387834387837;3.0;8.0;4.464657564657564;6.0;15.0;3.055183133859604;5.0;12.0;3.1972545428427788;9.0;18.0;3.339415160003396;9.0;18.0;4.357056832056832;8.0;15.0;1.8157591376631623;8.0;15.0;3.933186258186258;9.0;16.0;2.707911532911533;12.0;19.0;2.247838680926916;12.0;19.0;2.024606343313437;15.0;22.0;3.540090465090465;10.0;13.0;3.16426073926074;12.0;15.0;2.1828998615763315;15.0;18.0;2.1562134932490973;19.0;22.0;2.795281515869751;20.0;23.0;2.5911527799685694;21.0;24.0;2.05823055513458;8.0;7.0;2.065158817790397;6.0;5.0;1.403428746400546;14.0;7.0
3.508806776299036;2.7010654979695228;10.0;2.556396381396381;1.0;11.0;2.326284826284827;3.0;11.0;2.76170634920635;3.0;9.0;2.0508347187055627;6.0;16.0;1.9892124235077524;6.0;16.0;2.0726662226662222;7.0;15.0;2.7318584193584194;6.0;10.0;2.373427960927961;12.0;14.0;2.921890038066509;17.0;18.0;2.717472130552625;18.0;19.0;1.8583938120702828;21.0;22.0;1.9222912023140857;21.0;21.0;2.6445738901621256;11.0;11.0;1.894275225343;19.0;17.0;2.531436618936618;10.0;8.0;3.34951339510163;7.0;5.0;2.5045708376590734;10.0;7.0;3.590787295779556;8.0;4.0;1.7007255887051282;17.0;7.0;3.12371974430798;9.0;3.0;3.498193778186039;8.0;2.0
1.8665961661317696;3.56287185037185;7.0;1.309361836993416;5.0;12.0;1.7634554171318877;7.0;8.0;2.074112407200642;7.0;6.0;1.4589923219718617;19.0;16.0;2.452183355673058;16.0;13.0;2.597036193940219;15.0;12.0;1.920521042425068;16.0;12.0;2.183444727151821;19.0;14.0;3.236241461721001;17.0;12.0;2.928023699091475;16.0;11.0;2.0348178567218813;9.0;6.0;1.4173598316551606;15.0;10.0;2.347444119348145;19.0;12.0;1.9828660503583104;16.0;10.0;2.068066655566656;13.0;8.0;1.7947884416924669;13.0;8.0;2.35534743034743;15.0;9.0;2.290795212699237;14.0;8.0;1.9005165586047936;10.0;5.0;2.4057692307692307;9.0;2.0;2.455909776498012;6.0;1.0
1.4327286074728531;3.9436507936507934;15.0;1.618467317283107;9.0;14.0;2.4919778280378635;17.0;16.0;2.564448460036695;16.0;15.0;2.3376895765053662;9.0;8.0;1.516530456576223;23.0;18.0;1.343489139448219;27.0;20.0;2.836595390782024;10.0;7.0;1.626630107938157;21.0;14.0;1.1895114477312616;30.0;20.0;1.997527369431394;17.0;10.0;3.123536227722861;12.0;7.0;1.3151435653979735;28.0;16.0;3.04369607001186;10.0;5.0;3.601050264029804;10.0;5.0;3.0808482438277838;12.0;5.0;2.7164875758916005;11.0;4.0;2.079213227433041;22.0;7.0;2.400533002429288;20.0;5.0;2.318383413971649;17.0;4.0;2.698351648351648;17.0;2.0;2.438370268362528;16.0;1.0
1.582212973868984;1.968201548193808;8.0;1.5927574732292729;3.0;5.0;1.58851100590231;26.0;22.0;2.930267363355599;23.0;19.0;3.171378007097822;22.0;18.0;1.88337671100829;21.0;17.0;1.7478007891088383;21.0;17.0;2.6940021364943965;20.0;16.0;1.494190305389659;20.0;16.0;3.0371636533401243;20.0;16.0;3.543299244615034;18.0;14.0;1.8415057439980045;18.0;14.0;2.9514442858483108;17.0;13.0;2.2582864918542667;17.0;13.0;3.519681195996985;17.0;13.0;3.195222321538111;16.0;12.0;2.2640873015873018;15.0;11.0;2.5867535242535244;15.0;11.0;2.80125003565406;13.0;9.0;2.8007686757686754;11.0;7.0;2.52761544011544;10.0;6.0;2.030995801584037;8.0;4.0
2.695860572176362;2.077118714618714;3.0;3.29921369480193;4.0;7.0;3.352723665223665;5.0;8.0;2.2741165697048054;2.0;3.0;2.1976080781963137;8.0;11.0;2.1262458731498977;8.0;11.0;1.7932591376631626;8.0;11.0;1.5015483283436577;8.0;11.0;1.9866083752848456;10.0;13.0;2.439374003189793;10.0;13.0;1.3114926871038055;11.0;14.0;1.6386334711563542;12.0;15.0;2.7608529327569578;13.0;16.0;2.396119463611724;15.0;18.0;3.102691752691753;7.0;8.0;3.8454609116373817;9.0;10.0;3.934722222222222;10.0;11.0;3.134351276742581;12.0;13.0;1.5086297110132756;19.0;20.0;2.9650409087480027;15.0;14.0;3.007334054834055;14.0;13.0;2.201363913863914;10.0;9.0
1.765604990349236;2.667313242313243;20.0;2.1770158333238827;4.0;16.0;2.122566361227352;4.0;16.0;2.3390623265623267;9.0;13.0;2.607547028135264;16.0;15.0;2.34266983016983;14.0;13.0;2.91807995925643;17.0;15.0;2.9180799592564304;17.0;15.0;2.961904761904762;11.0;9.0;3.6503718503718505;11.0;9.0;3.39011544011544;11.0;9.0;3.2975140056022414;17.0;13.0;3.413838938838939;12.0;8.0;2.8614792070674424;18.0;11.0;2.1574780611545314;16.0;8.0;2.7824786324786324;14.0;7.0;1.9544847696163483;22.0;9.0;1.6174486461251167;21.0;5.0;2.3435128596893304;21.0;5.0;3.5350649350649346;18.0;4.0;1.9673334405532548;23.0;5.0;3.5312271062271066;17.0;3.0
2.4845574145496747;2.0027152371192614;13.0;2.49276923219614;3.0;13.0;2.701508622096857;4.0;15.0;2.3684722140604486;4.0;14.0;3.3697261072261075;6.0;13.0;2.0195040039080285;8.0;17.0;3.3884221772379672;5.0;10.0;3.643265068265068;6.0;11.0;2.6713425463425464;9.0;12.0;1.4944015195330986;9.0;10.0;1.3740405784446033;22.0;19.0;3.194884647516227;16.0;13.0;2.493443470238799;21.0;16.0;3.354552800141036;19.0;14.0;3.599569363385153;18.0;13.0;3.275261726577516;17.0;12.0;4.275261726577516;17.0;12.0;3.2086001416883767;15.0;10.0;2.802275910364146;14.0;9.0;3.303510378510379;12.0;7.0;3.189199689199689;11.0;6.0;2.5583406789289143;13.0;4.0
0.9745810549931444;3.0806212037017;15.0;1.232050094545763;32.0;25.0;2.2095958126840483;22.0;17.0;1.915801199368974;21.0;16.0;3.285265611581401;27.0;20.0;4.146008403361344;26.0;19.0;3.55861540420364;25.0;18.0;3.28671369480193;25.0;18.0;2.1679291460173813;24.0;17.0;3.867062877782692;24.0;17.0;1.9702823778052607;16.0;11.0;3.074606765783237;22.0;15.0;3.009689330277566;19.0;12.0;3.2134914921679627;18.0;11.0;1.440989286219151;31.0;16.0;1.5637080310993352;26.0;13.0;1.5125783711444851;27.0;12.0;1.7519164988205236;27.0;12.0;2.194845840434076;16.0;5.0;2.145433658413198;15.0;4.0;2.6806050648697712;17.0;2.0;2.799156704148965;16.0;1.0
1.9547002404200544;1.8093956482114375;22.0;1.8887088788404576;3.0;21.0;2.381838788146838;6.0;22.0;2.2640012765012765;6.0;16.0;2.76831860949508;8.0;20.0;1.9920531051336003;10.0;24.0;1.6024995886989424;8.0;18.0;2.5316923272805627;10.0;20.0;1.074019266277331;14.0;24.0;1.6893840206920705;16.0;21.0;1.5749111415732306;21.0;21.0;2.644451790040025;14.0;14.0;1.6187083799077338;20.0;19.0;1.8610045784968383;13.0;12.0;3.011179506767742;14.0;12.0;2.708820346320347;16.0;12.0;2.4760927797692505;17.0;9.0;2.106968848145319;16.0;8.0;2.509362886855147;19.0;7.0;2.064394652475148;19.0;6.0;1.9828257698613732;20.0;5.0;2.090445513665328;21.0;5.0
3.0467548962905004;3.8635392385392384;10.0;2.29854948972596;1.0;9.0;2.7336038961038964;3.0;7.0;1.5925436236113986;6.0;14.0;1.9401389245429492;6.0;10.0;1.582106210782681;9.0;13.0;2.463401875901876;5.0;7.0;1.7353940778863377;10.0;10.0;2.041713841713842;17.0;11.0;1.4472802197802197;19.0;11.0;3.277768867064197;19.0;11.0;3.065285123373359;18.0;10.0;2.133473879062114;13.0;7.0;3.407937792341817;19.0;9.0;3.3832643663526016;18.0;8.0;2.477755985844221;14.0;6.0;2.345155253243488;14.0;6.0;2.746064066652302;15.0;5.0;2.7258658008658005;12.0;4.0;2.7996753246753245;12.0;4.0;2.9427271258153613;13.0;3.0;2.886879786879787;9.0;1.0
3.026577589077589;2.4971001221001226;7.0;3.549852924852926;2.0;5.0;2.0100001305883657;5.0;12.0;2.79119711987359;5.0;8.0;1.471731411862991;13.0;20.0;2.4951242170282413;7.0;10.0;2.05500085999312;7.0;10.0;1.7778285440050143;10.0;14.0;3.2227836490994397;3.0;4.0;1.5650223600452433;10.0;13.0;1.4885024747018285;16.0;20.0;2.4931929181929187;5.0;6.0;2.6061831142713494;5.0;6.0;2.33183432065011;11.0;12.0;2.110620343708579;13.0;14.0;2.3741124072006423;13.0;14.0;3.0281803550766404;14.0;13.0;3.1706099456099457;13.0;12.0;2.1063140362053403;15.0;12.0;2.226144993637253;12.0;9.0;2.066574988479013;10.0;7.0;2.0815941482501583;8.0;3.0
2.4295565545565547;2.776578465394256;14.0;2.786240556828792;4.0;16.0;3.844444444444445;4.0;14.0;3.927694935783171;5.0;15.0;3.133798554386789;8.0;16.0;1.961488713384998;11.0;21.0;4.400923096511332;7.0;13.0;4.407575757575757;8.0;14.0;3.8625111000111;9.0;15.0;4.165021498109733;9.0;15.0;2.994512840101075;10.0;16.0;2.217438933615404;13.0;19.0;1.169231180133817;22.0;28.0;3.230433455433456;10.0;12.0;3.227763902763903;12.0;12.0;3.468221076309312;12.0;10.0;1.7115730459770704;10.0;8.0;2.308091908091908;8.0;6.0;2.84059592368416;14.0;10.0;2.623587420491445;14.0;8.0;2.1926619132501486;10.0;4.0;1.5994134978161347;15.0;1.0
2.396807767396003;2.296727700404171;9.0;2.5299676630558983;3.0;12.0;1.4684151203114053;4.0;11.0;3.343160026248261;5.0;12.0;3.223905158309183;6.0;13.0;2.175934122001897;10.0;17.0;2.104629914513479;11.0;18.0;2.422149500825971;11.0;14.0;2.769624819624819;7.0;8.0;2.746978021978022;9.0;10.0;2.8085884703531763;13.0;14.0;3.199029479292637;15.0;16.0;3.644706171021961;16.0;17.0;3.0444064707222607;17.0;18.0;2.7876256913021624;13.0;12.0;3.123751656839893;16.0;13.0;3.622367806771833;15.0;12.0;2.228874311962547;13.0;8.0;2.393387458998577;15.0;8.0;2.525241144528733;14.0;7.0;1.65769955019181;8.0;3.0;1.580176561484611;10.0;3.0
4.536915861915863;2.1826755545795797;13.0;4.059013105917131;1.0;12.0;4.563863913863915;2.0;13.0;3.8321950710108608;3.0;14.0;2.9923122629004983;4.0;15.0;4.9792138417138405;4.0;15.0;3.966738816738817;4.0;13.0;3.998099953470798;5.0;16.0;4.549290429661274;5.0;16.0;2.1874578036342744;6.0;19.0;3.618860306360306;6.0;17.0;3.149675324675325;4.0;11.0;2.071136918636918;7.0;18.0;2.922197247197248;6.0;13.0;2.0732656232656232;8.0;13.0;1.9286037491919843;10.0;15.0;1.937534889431174;13.0;12.0;2.196565362741833;11.0;10.0;1.352146680737339;18.0;9.0;1.6836324623089327;14.0;5.0;1.2110884415908645;20.0;7.0;1.8669196000078352;11.0;2.0
2.289357293033764;1.4619713608596168;23.0;2.391381249469485;3.0;22.0;3.183366558846099;4.0;19.0;3.1386556855597103;5.0;20.0;2.8393041169356965;6.0;17.0;3.171913685729476;8.0;20.0;3.030283094098884;8.0;20.0;2.026466997055232;11.0;27.0;1.912645100857175;15.0;31.0;3.165147760735996;9.0;18.0;2.1890142265142263;14.0;28.0;1.9688549266874076;17.0;29.0;2.924116569704805;9.0;14.0;1.2317252821790026;22.0;30.0;2.0563764451922344;16.0;20.0;2.1029262404262403;15.0;17.0;2.3995864214904463;11.0;12.0;2.386130433034458;11.0;12.0;2.242467663055898;13.0;14.0;1.2497920623072056;24.0;20.0;1.6644597793510834;17.0;8.0;1.2077064590115725;22.0;3.0
1.8337494806535053;2.080184113272349;8.0;2.3289793539793537;6.0;10.0;2.478311965811965;10.0;14.0;2.3314328645210995;6.0;8.0;2.2878439972480225;14.0;18.0;1.31779374869345;7.0;9.0;2.357688145188145;8.0;10.0;2.7757857194928133;17.0;21.0;2.6527708402708403;18.0;22.0;2.0758563503919545;9.0;11.0;2.433982172797962;11.0;13.0;1.880634071810542;12.0;14.0;3.241098667414457;14.0;16.0;3.243719189307425;15.0;17.0;1.43834758573115;16.0;18.0;2.0980836543917043;19.0;21.0;1.9170269973720224;24.0;26.0;1.9170269973720224;24.0;26.0;1.645403133382673;16.0;12.0;1.8416790081263763;14.0;10.0;1.833693043955192;11.0;5.0;1.7812663213979;10.0;2.0
2.7222943722943733;2.9619055351253487;10.0;3.200111816288287;3.0;13.0;3.253391053391053;4.0;14.0;1.9464149870261047;5.0;15.0;2.828080661168896;5.0;13.0;3.3474890305772664;6.0;13.0;1.6185830164461203;9.0;19.0;3.284154222970012;8.0;13.0;1.785248961564751;12.0;19.0;3.621554262730733;7.0;10.0;3.912547175047174;8.0;11.0;2.4168761793761795;8.0;11.0;2.080995801584037;10.0;13.0;1.753904733896994;14.0;17.0;1.326664002143542;18.0;11.0;1.5637203268008224;12.0;7.0;1.8841180734134024;14.0;7.0;2.4860171691054043;8.0;3.0;2.328934442750232;11.0;4.0;2.0387138860974505;14.0;5.0;3.073739637555428;10.0;3.0;3.094479028883053;11.0;2.0
1.4214693618402057;1.6511616034364722;20.0;1.4806464562269517;7.0;19.0;1.8892652067574665;8.0;16.0;1.956646525353619;12.0;24.0;2.542125447016752;13.0;23.0;1.8700274398803811;11.0;17.0;2.564957264957265;15.0;22.0;2.0995665282429985;9.0;13.0;1.6915725470443466;20.0;27.0;1.6240511795229793;20.0;27.0;3.0995781995781995;14.0;15.0;2.64563620504023;24.0;23.0;2.828622766122766;23.0;22.0;2.18074831515234;21.0;20.0;3.003441411529647;18.0;17.0;3.5336843711843717;17.0;16.0;4.014321789321789;16.0;15.0;2.24078699078699;16.0;9.0;2.935619424435213;20.0;11.0;2.78401624605185;21.0;10.0;1.7100615885512909;25.0;6.0;1.5172316703427886;23.0;3.0
